guarantee_id,dist_network
G250202301591,1007.490343825
G250202300062,977.893902983006
G250202202984,966.765620115296
G250202301381,906.409182939124
G250202203390,902.486841519038
G250202301771,896.308029327233
G250202301226,887.828811463488
G250202202668,868.054235050782
G250202202350,863.311042076395
G250202300050,718.733836530125
G250202301552,675.39789079766
G250202400119,671.725219473104
G250202300081,656.672360726709
G250202300387,631.613832396351
G250202202486,628.618467894835
G250202400802,882.171090473154
G250202202689,1041.31284842353
G250202203210,1100.74462754993
G250202301891,1086.83874301381
G250202202464,1778.58459948294
G250202202253,1815.16547838969
G250202201700,748.596184363015
G250202300696,626.16481691374
G250202301607,570.649419054797
G250202400781,736.164147205794
G250202202232,866.579054550489
G250202301615,1330.07645025109
G250202301102,1373.48525340707
G250202202218,1960.9278975523
G250202202845,865.575213349653
G250202202589,851.530241582839
G250202400078,973.555287862674
G250202202707,937.298546645637
G250202301159,1404.86719231831
G250202300627,1459.37273816258
G250202300972,1790.32470078721
G250202300391,260.141995396745
G250202201572,246.845274196922
G250202400130,438.676042682922
G250202301174,352.926335088356
G250202203277,302.173939423283
G250202201767,596.697084677773
G250202400330,814.03486911236
G250202300505,1093.36953806823
G250202201940,1571.6793184365
G250202300510,978.224891483644
G250202201834,965.847867177293
G250202300723,803.008030068177
G250202300789,506.841704246653
G250202301135,1544.224679538
G250202301075,4935.78748694152
G250202300830,1686.97767405371
G250202301364,721.409729413631
G250202300825,697.127160739655
G250202400854,9128.70429177798
G250202203320,664.126636259082
G250202300978,610.617251631898
G250202400817,617.847739403504
G250202300020,677.305344534546
G250202300950,692.094718859323
G250202301173,728.960404304591
G250202400153,740.393840164893
G250202202808,764.241801656045
G250202202665,773.853392475083
G250202400882,782.99118786524
G250202400681,808.116705471147
G250202202222,822.694661926117
G250202300624,834.539198733343
G250202202772,834.855957204397
G250202301549,823.189012524109
G250202202469,480.04430536461
G250202202156,3587.3440552738
G250202203129,3379.40050877038
G250202202382,3356.14015079209
G250202201682,3381.14571278085
G250202201764,3421.63036284785
G250202201522,3468.78104938026
G250202301813,1383.26280999819
G250202300644,1442.49150968872
G250202202413,1033.01844864614
G250202201716,1042.52209570994
G250202400710,1020.37170187274
G250202300782,1023.21447585612
G250202201536,1031.95323746812
G250202300463,1054.13986527381
G250202400639,1061.59501996398
G250202300729,1161.1923531448
G250202202366,1517.03197253836
G250202300089,1467.19252734655
G250202301153,337.925604128272
G250202400828,337.544672976797
G250202201378,384.588707672664
G250202301644,2972.71472543666
G250202202664,4344.9584673746
G250202202751,1018.1699584729
G250202203087,1023.51337107937
G250202201600,1053.31992121028
G250202203402,1143.6965386076
G250202301442,1156.58731622942
G250202203385,668.976343583261
G250202400760,1179.79320404804
G250202202894,1238.57162628514
G250202202024,8470.95043417298
G250202201835,8157.6554757842
G250202201372,6890.44124111841
G250202202186,1242.31475654153
G250202301755,22147.5854920267
G250202301264,22667.7255614455
G250202400962,21925.1424046985
G250202400002,14811.3596659731
G250202202985,3602.82521316422
G250202300379,2482.10440886646
G250202300193,860.474823725505
G250202300405,4787.33690699123
G250202301702,4839.1274059474
G250202202615,8750.84698598147
G250202400707,9449.87613676323
G250202301503,9713.10293132373
G250202400756,9799.14458389564
G250202301877,10499.1334466003
G250202300999,10521.1177107701
G250202300948,8409.52310022221
G250202301255,18825.4642927711
G250202301246,19314.9147714941
G250202202755,19415.9277539419
G250202202625,19487.177463971
G250202400300,3824.57341625121
G250202400127,4131.6041345954
G250202300544,4092.712830565
G250202300595,4192.7650350549
G250202400339,3852.73477015733
G250202202736,6797.95039006162
G250202202378,9766.77154678685
G250202202599,9821.12419584873
G250202301912,9836.70268501037
G250202202666,9672.98451416523
G250202202271,9722.67095076404
G250202400150,9710.63125852818
G250202301617,7395.27627121853
G250202300408,13422.9700314795
G250202203214,12478.8234539815
G250202301709,11801.8928079846
G250202400337,11171.5473835051
G250202400047,14202.038522409
G250202201593,3746.33551972744
G250202203374,9909.78036093374
G250202301588,10041.3422495477
G250202202379,10109.9778248756
G250202201614,10112.3977599441
G250202201813,10583.9446933622
G250202202007,10590.3409756115
G250202300035,9600.24094358008
G250202201701,24692.1947589333
G250202400924,25192.083460896
G250202300930,5893.75414920284
G250202400665,4031.7675954894
G250202300476,3754.23036600783
G250202400596,3694.88664068651
G250202203334,19345.7009937965
G250202300227,19315.5094488092
G250202201459,19255.4034929806
G250202300211,12186.7550565843
G250202202877,24668.139032635
G250202201999,9809.40097467541
G250202202676,9582.1686525151
G250202201901,9581.72436963389
G250202400814,9533.09015320895
G250202301333,9383.56061354856
G250202201804,14750.4922699946
G250202300425,12565.7898927706
G250202300075,9825.61673352449
G250202301149,13726.6701828981
G250202400265,17838.0017184369
G250202400986,17886.4223328963
G250202202587,18000.4609491656
G250202400045,17841.7660852747
G250202400272,10765.1389136287
G250202301795,24468.363994942
G250202300759,5839.34590761187
G250202202516,700.560245115029
G250202300783,621.285902539706
G250202201460,709.008238311189
G250202301344,753.092513804049
G250202203433,767.599099057386
G250202202243,784.011396488203
G250202201981,790.276061681096
G250202300026,367.016382388132
G250202203324,286.033566278429
G250202201644,278.045971496312
G250202400283,205.714893017401
G250202300973,177.602372464304
G250202203106,153.757504351677
G250202400809,261.483864259815
G250202400610,323.382329478606
G250202300890,504.970895905054
G250202202154,507.080306817264
G250202202396,531.984237428673
G250202301143,3505.41447588257
G250202201771,2374.34102336292
G250202202142,2592.47166400431
G250202300702,19481.3845442602
G250202301966,19464.2814405118
G250202300743,6533.32882620871
G250202201759,1892.12129789011
G250202301506,4128.74429058214
G250202301037,7508.2350933757
G250202301029,7953.29518021133
G250202202606,8825.67305642682
G250202301133,8830.98190344202
G250202201649,8831.2359622866
G250202301516,8910.61555177718
G250202201743,9014.01276531163
G250202301038,9155.41511583067
G250202201488,9372.92871737023
G250202201807,9448.20409604689
G250202202691,9614.53744638612
G250202300802,9721.60442755317
G250202301965,9765.34523985726
G250202203184,9861.84872208068
G250202201711,9838.60552645881
G250202400877,9904.31423981739
G250202202010,9976.67332639798
G250202300864,8517.65075661567
G250202201495,8644.93631381254
G250202300744,11004.4311524979
G250202203323,13479.0065264581
G250202301047,13168.8288472905
G250202301445,14831.5247144692
G250202201779,17809.3687486705
G250202201848,17864.2313640832
G250202202800,7520.46380559984
G250202400980,8624.1988026669
G250202300997,9504.86709480842
G250202400945,17355.5968989657
G250202203186,6916.09776949337
G250202203038,6999.12197155157
G250202202020,6858.3459214822
G250202400038,5847.02276983878
G250202400444,5915.46398421624
G250202201658,5986.79192829651
G250202201707,10656.1403397764
G250202201769,197.134503578483
G250202301625,1852.61825083716
G250202201680,2412.26961180914
G250202201629,2475.11350300556
G250202300494,2678.90614453042
G250202400811,18485.2709526337
G250202202293,9532.01230141545
G250202300975,4410.90840380988
G250202400128,403.057744315312
G250202201616,328.144534423104
G250202203411,7500.89646663991
G250202301238,7597.96642386077
G250202400100,7534.6445676724
G250202202155,7461.5310919321
G250202301840,7000.5532788652
G250202202150,475.503119066704
G250202202449,979.115546999276
G250202201667,959.721601591
G250202300418,16572.3366603576
G250202301236,18198.2057132417
G250202300565,18552.8571747805
G250202400976,18544.2892457213
G250202301582,6119.85262058451
G250202202474,19111.434591481
G250202301311,8650.07656992569
G250202300596,12257.907162336
G250202300628,11737.0519289651
G250202300138,11845.7149701444
G250202301439,12413.7513328801
G250202300691,10731.3091494932
G250202300597,5502.38661693916
G250202400205,14938.5323152471
G250202301532,1878.19055732972
G250202401003,20921.5808924157
G250202202191,20496.4171235226
G250202300952,19971.3735683921
G250202301308,23242.7556203048
G250202400193,23119.8565030277
G250202301111,2108.5561634581
G250202300439,2270.64867702127
G250202301502,3978.55552918634
G250202400152,13002.746177747
G250202201891,13087.0120474764
G250202202538,13115.3645512216
G250202300768,13268.4612780216
G250202202592,13564.6295292878
G250202300600,13695.2523795789
G250202301012,14709.5155219075
G250202301339,10568.5006810399
G250202300747,15793.4331989484
G250202202608,19667.8149885152
G250202300059,19666.996041726
G250202301534,21256.4221301971
G250202301210,1678.22670044337
G250202300819,17104.7860754255
G250202400955,4369.56976511002
G250202400043,4433.16242920482
G250202400148,4411.50514547245
G250202300019,2087.34204007745
G250202203047,2837.98704935782
G250202400019,354.579910590829
G250202301922,263.129091649334
G250202400298,4928.96807697114
G250202202012,16918.2614842137
G250202400536,4687.30020662063
G250202202539,4074.64982475425
G250202203131,848.770385100429
G250202301427,3919.3265281781
G250202301886,6071.06545130932
G250202301346,4724.6989915029
G250202202733,16924.8607973295
G250202201601,13050.2159721655
G250202301527,13198.4102948137
G250202400844,10524.8008411414
G250202201702,9642.01703476323
G250202301756,6523.56480570586
G250202400124,15772.9097127281
G250202400036,5959.52132024846
G250202300079,6443.9779212173
G250202203063,6366.48620836317
G250202201761,5738.48375191187
G250202300618,11279.5724189907
G250202202437,11091.0578156168
G250202202493,10952.1606114059
G250202202021,23043.4395638314
G250202301057,20902.7520988677
G250202401012,3371.20531359661
G250202203155,17834.0161814406
G250202201781,7645.80595349936
G250202300931,9858.00902076336
G250202400700,12841.5073222595
G250202201582,13606.4080926765
G250202301496,5969.90150872439
G250202300646,5668.91805429641
G250202301880,5969.50189555524
G250202300841,10393.0550545673
G250202301573,5536.08223754724
G250202400284,6072.23331462318
G250202202291,15349.0003561027
G250202203361,7425.58355097092
G250202201458,709.008238311189
G250202201668,959.721601591
G250202201602,13050.2159721655
G250202201603,1053.31992121028
G250202201551,9014.01276531163
G250202201525,1031.95323746812
G250202201584,3468.78104938026
G250202201679,2412.26961180914
G250202201727,9014.01276531163
G250202201726,9014.01276531163
G250202202087,3746.33551972744
G250202202930,10109.9778248756
G250202202523,8831.2359622866
G250202202258,10109.9778248756
G250202202211,979.115546999276
G250202202207,979.115546999276
G250202203205,7461.5310919321
G250202202264,19667.8149885152
G250202202662,773.853392475083
G250202202401,10109.9778248756
G250202201968,1571.6793184365
G250202202500,9014.01276531163
G250202201797,9037.20600801203
G250202202444,8831.2359622866
G250202202533,480.04430536461
G250202202956,3706.2595616949
G250202203393,709.008238311189
G250202202657,9022.85576396915
G250202202015,965.847867177293
G250202202980,971.645076501854
G250202203114,9372.92871737023
G250202202488,628.618467894835
G250202202640,10952.1606114059
G250202202181,9037.20600801203
G250202202017,868.651610271027
G250202203275,531.984237428673
G250202203270,979.115546999276
G250202202582,19667.8149885152
G250202202770,834.855957204397
G250202202383,10109.9778248756
G250202203325,8831.2359622866
G250202203048,2899.57146643312
G250202201778,9372.92871737023
G250202202475,19667.8149885152
G250202201795,9037.20600801203
G250202202531,531.984237428673
G250202203204,6999.12197155157
G250202202517,700.560245115029
G250202201831,8831.2359622866
G250202202361,633.061158167106
G250202202510,19667.8149885152
G250202202182,11091.0578156168
G250202202648,9037.20600801203
G250202202619,19667.8149885152
G250202202221,19667.8149885152
G250202202715,9372.92871737023
G250202202945,9014.01276531163
G250202202609,10109.9778248756
G250202201801,689.635409758314
G250202203076,8831.2359622866
G250202202042,6999.12197155157
G250202203404,9372.92871737023
G250202202209,10109.9778248756
G250202202601,9821.12419584873
G250202201826,1031.95323746812
G250202203050,10109.9778248756
G250202203145,863.311042076395
G250202201915,911.869321008463
G250202202753,1018.1699584729
G250202203215,1031.95323746812
G250202201806,9448.20409604689
G250202202872,10109.9778248756
G250202202364,1517.03197253836
G250202202622,9372.92871737023
G250202202158,633.061158167106
G250202201838,10952.1606114059
G250202203094,9372.92871737023
G250202202797,7520.46380559984
G250202203244,15621.803432334
G250202202621,9372.92871737023
G250202202072,9581.72436963389
G250202202261,9372.92871737023
G250202203229,10952.1606114059
G250202203013,9372.92871737023
G250202202006,6999.12197155157
G250202201856,16924.8607973295
G250202202959,19255.4034929806
G250202202424,10952.1606114059
G250202203376,767.599099057386
G250202203414,8825.67305642682
G250202201817,1165.68258025542
G250202201833,965.847867177293
G250202202028,9809.40097467541
G250202202590,531.984237428673
G250202202726,868.651610271027
G250202202734,6797.95039006162
G250202201849,8831.2359622866
G250202202463,10109.9778248756
G250202202022,6858.3459214822
G250202202075,389.782607837894
G250202202667,4344.9584673746
G250202203315,10109.9778248756
G250202202586,18000.4609491656
G250202203206,3356.14015079209
G250202203018,10109.9778248756
G250202301224,9014.01276531163
G250202300847,9372.92871737023
G250202301642,1238.57162628514
G250202301134,3421.63036284785
G250202301811,19667.8149885152
G250202300021,19460.2509394923
G250202301787,19667.8149885152
G250202301066,1815.16547838969
G250202301529,10109.9778248756
G250202301206,14750.4922699946
G250202301216,8831.2359622866
G250202301544,548.573317314424
G250202301065,820.091708923646
G250202300241,8750.84698598147
G250202301156,709.008238311189
G250202301204,9014.01276531163
G250202301039,9014.01276531163
G250202300920,8831.2359622866
G250202301481,860.474823725505
G250202301273,10952.1606114059
G250202300056,153.757504351677
G250202300755,10109.9778248756
G250202300635,8831.2359622866
G250202301766,9014.01276531163
G250202300361,700.560245115029
G250202300982,548.573317314424
G250202301778,10952.1606114059
G250202300511,1778.58459948294
G250202301914,8831.2359622866
G250202301353,979.457407068725
G250202300457,9155.41511583067
G250202300653,6916.09776949337
G250202300572,19667.8149885152
G250202300885,596.697084677773
G250202300670,17834.0161814406
G250202300229,979.115546999276
G250202300534,18977.9636295013
G250202301083,246.845274196922
G250202301165,19667.8149885152
G250202301227,10046.9705673297
G250202300030,10109.9778248756
G250202301263,959.794109227854
G250202300067,9014.01276531163
G250202301045,8831.2359622866
G250202301164,10109.9778248756
G250202301751,9014.01276531163
G250202300926,13726.6701828981
G250202301927,19667.8149885152
G250202301059,531.984237428673
G250202300527,10109.9778248756
G250202300763,5893.75414920284
G250202300946,9014.01276531163
G250202300820,20496.4171235226
G250202300705,9014.01276531163
G250202301396,8831.2359622866
G250202301492,8831.2359622866
G250202301013,709.008238311189
G250202300051,887.828811463488
G250202301836,19667.8149885152
G250202301089,19667.8149885152
G250202300215,909.959685591248
G250202300714,784.011396488203
G250202300992,9372.92871737023
G250202301331,17809.3687486705
G250202301937,979.457407068725
G250202300765,10109.9778248756
G250202301003,10109.9778248756
G250202301040,709.008238311189
G250202300954,1243.16326853243
G250202301183,506.841704246653
G250202301566,851.530241582839
G250202300052,260.141995396745
G250202301142,1031.95323746812
G250202301485,8831.2359622866
G250202300516,8871.06310404084
G250202301194,460.224857910272
G250202301608,531.984237428673
G250202301531,389.782607837894
G250202301968,596.697084677773
G250202301041,9372.92871737023
G250202301215,8831.2359622866
G250202300839,9383.56061354856
G250202301032,19667.8149885152
G250202300742,1686.97767405371
G250202301067,1815.16547838969
G250202301508,17864.2313640832
G250202300971,3381.14571278085
G250202301881,1165.68258025542
G250202301235,18198.2057132417
G250202300574,18552.8571747805
G250202300896,19255.4034929806
G250202300983,10046.9705673297
G250202301645,9014.01276531163
G250202300015,709.008238311189
G250202300953,10590.3409756115
G250202300985,868.651610271027
G250202301176,4063.17751580635
G250202301079,1678.22670044337
G250202300731,9672.98451416523
G250202301052,19667.8149885152
G250202301418,1890.32740032685
G250202301237,9372.92871737023
G250202301628,19667.8149885152
G250202300871,1960.9278975523
G250202301639,9713.10293132373
G250202301976,21256.4221301971
G250202301034,9722.67095076404
G250202301590,1007.490343825
G250202301167,9672.98451416523
G250202301525,531.984237428673
G250202300555,10109.9778248756
G250202300666,1238.57162628514
G250202300545,4092.712830565
G250202301362,5969.90150872439
G250202300884,784.011396488203
G250202301120,19667.8149885152
G250202300189,9372.92871737023
G250202301483,9909.78036093374
G250202300546,19667.8149885152
G250202300812,15607.9729909006
G250202300979,9861.84872208068
G250202300998,10952.1606114059
G250202300431,754.914894324263
G250202301679,1031.95323746812
G250202301297,10046.9705673297
G250202300647,5668.91805429641
G250202300071,865.575213349653
G250202301783,7508.2350933757
G250202301118,19667.8149885152
G250202301509,10109.9778248756
G250202300809,9372.92871737023
G250202301069,930.011147158739
G250202300659,9372.92871737023
G250202301251,531.984237428673
G250202300909,10046.9705673297
G250202301514,560.931188123979
G250202301731,19667.8149885152
G250202301241,709.008238311189
G250202301910,8831.2359622866
G250202301651,10109.9778248756
G250202300088,4063.17751580635
G250202301056,20902.7520988677
G250202301963,10046.9705673297
G250202301033,9014.01276531163
G250202301119,748.596184363015
G250202301962,263.129091649334
G250202301659,875.090507893643
G250202300183,8592.52599919772
G250202301699,12186.7550565843
G250202301805,12186.7550565843
G250202300025,851.530241582839
G250202300976,10109.9778248756
G250202301017,8831.2359622866
G250202300517,9582.1686525151
G250202300772,15621.803432334
G250202301137,822.694661926117
G250202301229,9372.92871737023
G250202300049,8750.84698598147
G250202300778,583.111968063441
G250202400257,8831.2359622866
G250202400793,10952.1606114059
G250202400336,1297.40105796716
G250202400491,8831.2359622866
G250202400252,263.129091649334
G250202400108,9014.01276531163
G250202400952,10952.1606114059
G250202400347,1031.95323746812
G250202400069,10952.1606114059
G250202400171,2475.11350300556
G250202400741,548.573317314424
G250202400490,9014.01276531163
G250202400651,979.115546999276
G250202400074,16924.8607973295
G250202400613,11801.8928079846
G250202400101,9372.92871737023
G250202400944,3978.55552918634
G250202400102,863.311042076395
G250202400006,10109.9778248756
G250202400901,153.757504351677
G250202400590,9672.98451416523
G250202400416,8831.2359622866
G250202400246,9383.56061354856
G250202400376,9582.1686525151
G250202400341,9014.01276531163
G250202400989,1383.26280999819
G250202400261,1031.95323746812
G250202400287,1031.95323746812
G250202400961,18552.8571747805
G250202400051,868.054235050782
G250202400294,10109.9778248756
G250202400810,8831.2359622866
G250202400853,868.651610271027
G250202400969,5915.46398421624
G250202400296,13479.0065264581
G250202400751,675.187068657071
G250202400804,9014.01276531163
G250202400875,1395.93004538521
G250202400175,834.855957204397
G250202400643,902.486841519038
G250202400514,7520.46380559984
G250202400682,5184.80492535969
G250202400997,8831.2359622866
G250202400855,9504.86709480842
G250202400365,12186.7550565843
G250202400982,4128.74429058214
G250202400492,17834.0161814406
G250202400021,19667.8149885152
G250202400611,17104.7860754255
G250202400670,4298.95560241562
G250202400713,1031.95323746812
G250202400579,9155.41511583067
G250202400282,10046.9705673297
G250202400136,1395.93004538521
G250202400887,10109.9778248756
G250202400367,1574.81837316518
G250202400236,1031.95323746812
G250202400172,7000.5532788652
G250202400469,1892.12129789011
G250202400232,4192.7650350549
G250202400575,8831.2359622866
G250202400297,9014.01276531163
G250202400222,1531.44354505816
G250202400775,16924.8607973295
G250202400921,20921.5808924157
G250202400542,9533.09015320895
G250202400784,19667.8149885152
G250202400131,7508.2350933757
G250202400058,7298.59023263722
G250202400475,16924.8607973295
G250202400004,19667.8149885152
G250202400667,4839.1274059474
G250202400633,8825.67305642682
G250202400695,7298.59023263722
G250202400358,8831.2359622866
G250202400046,4935.78748694152
G250202400023,9155.41511583067
G250202400895,8831.2359622866
G250202400685,656.672360726709
G250202400642,9372.92871737023
G250202400629,908.653809939148
G250202400013,9372.92871737023
G250202400697,8831.2359622866
G250202400964,1165.68258025542
G250202400959,1031.95323746812
